,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
2739,Footscray,20 Nicholson St,4,h,1450000.0,SP,Village,2016-08-28,6.4,3011.0,4.0,1.0,1.0,799.0,160.0,1910.0,Maribyrnong,-37.7958,144.9001,Western Metropolitan,7570.0
9113,Collingwood,24 Mater St,2,h,1025000.0,SP,Jellis,2017-03-06,2.0,3066.0,3.0,2.0,1.0,108.0,162.0,2005.0,Yarra,-37.79531,144.9863,Northern Metropolitan,4553.0
12086,Moonee Ponds,90 Bent St,4,h,1400000.0,PI,Hodges,2017-07-29,6.2,3039.0,4.0,2.0,1.0,375.0,200.0,1930.0,Moonee Valley,-37.762609999999995,144.93249,Western Metropolitan,6232.0
1459,Brunswick West,16 Bakers Pde,4,h,970000.0,PI,Nelson,2016-07-30,5.9,3055.0,4.0,3.0,2.0,499.0,150.0,1925.0,Moreland,-37.7538,144.944,Northern Metropolitan,7082.0
3159,Hawthorn,16 Pine St,3,h,1712000.0,S,Marshall,2016-12-11,4.6,3122.0,3.0,1.0,1.0,342.0,130.0,1900.0,Boroondara,-37.814,145.0212,Southern Metropolitan,11308.0
4477,Northcote,1/13 Kellett St,2,u,770000.0,S,Nelson,2016-09-24,5.5,3070.0,2.0,1.0,1.0,129.0,115.0,1975.0,Darebin,-37.7668,145.0063,Northern Metropolitan,11364.0
1805,Caulfield,30 Pyne St,4,h,131000.0,PI,Rodney,2017-02-25,8.9,3162.0,4.0,1.0,2.0,499.0,155.0,1920.0,Glen Eira,-37.8864,145.0242,Southern Metropolitan,2379.0
10326,Hawthorn East,8/772 Burwood Rd,2,u,802500.0,S,Jellis,2017-05-27,6.2,3123.0,2.0,1.0,2.0,966.0,87.0,1970.0,Boroondara,-37.82524,145.05568,Southern Metropolitan,6482.0
3435,Keilor East,121 Sterling Dr,3,h,650000.0,SP,Barry,2016-03-09,12.8,3033.0,3.0,1.0,1.0,538.0,104.0,1970.0,Moonee Valley,-37.7441,144.8503,Western Metropolitan,5629.0
5898,Strathmore,196a Mascoma St,3,h,850000.0,VB,Considine,2016-10-15,9.7,3041.0,3.0,3.0,3.0,250.0,207.0,2016.0,Moonee Valley,-37.7189,144.9036,Western Metropolitan,3284.0
5644,South Yarra,3/49 Osborne St,1,u,330000.0,VB,Jellis,2016-05-14,3.3,3141.0,1.0,1.0,1.0,0.0,47.0,1970.0,Stonnington,-37.8437,144.9904,Southern Metropolitan,14887.0
9115,Craigieburn,195 Newbury Bvd,4,h,667000.0,S,Ray,2017-03-06,20.6,3064.0,4.0,2.0,2.0,480.0,214.0,2012.0,Hume,-37.57201,144.90896999999995,Northern Metropolitan,15510.0
3832,Malvern East,12 Hilda St,4,h,2200000.0,VB,Jellis,2017-04-03,11.2,3145.0,4.0,3.0,2.0,567.0,215.0,1920.0,Stonnington,-37.8742,145.0614,Southern Metropolitan,8801.0
5005,Preston,38 Wilcox St,4,h,920000.0,PI,Nelson,2016-06-27,8.8,3072.0,3.0,1.0,1.0,396.0,184.0,1920.0,Darebin,-37.7361,145.0093,Northern Metropolitan,14577.0
6332,Thornbury,129 Clarendon St,3,h,1370000.0,S,Jellis,2016-11-27,6.5,3071.0,3.0,2.0,3.0,417.0,153.0,1930.0,Darebin,-37.7602,145.0084,Northern Metropolitan,8870.0
2753,Glen Iris,3 Bridges St,4,h,1900000.0,PI,Jellis,2016-04-06,9.2,3146.0,4.0,4.0,2.0,708.0,323.0,1985.0,Boroondara,-37.8646,145.0673,Southern Metropolitan,10412.0
6225,Templestowe Lower,3 Buller Tce,3,h,1211000.0,S,Philip,2016-11-19,13.8,3107.0,3.0,2.0,2.0,875.0,123.0,1970.0,Manningham,-37.766999999999996,145.1097,Eastern Metropolitan,5420.0
11888,Bayswater,592 Mountain Hwy,3,h,606000.0,S,McGrath,2017-07-29,23.2,3153.0,3.0,1.0,1.0,424.0,94.0,1970.0,Knox,-37.842909999999996,145.25545,Eastern Metropolitan,5030.0
12209,Windsor,201/152 Peel St,2,u,560000.0,PI,hockingstuart,2017-07-29,4.6,3181.0,2.0,1.0,1.0,0.0,61.6,2012.0,Stonnington,-37.85581,144.99025,Southern Metropolitan,4380.0
490,Balaclava,7/72 Grosvenor St,2,u,410000.0,PI,hockingstuart,2016-03-12,6.6,3183.0,2.0,1.0,2.0,0.0,61.0,1965.0,Port Phillip,-37.8731,144.9958,Southern Metropolitan,2952.0
8470,Thornbury,1/44 Hammond St,3,u,880000.0,SP,McGrath,2017-04-29,6.5,3071.0,3.0,1.0,2.0,242.0,117.0,1995.0,Darebin,-37.7639,145.0135,Northern Metropolitan,8870.0
8581,Brooklyn,6 Millers Rd,2,h,1005000.0,S,hockingstuart,2017-04-22,10.9,3012.0,2.0,1.0,2.0,780.0,156.0,1950.0,Hobsons Bay,-37.8241,144.8419,Western Metropolitan,962.0
7067,Ivanhoe East,41 McArthur Rd,4,h,1740000.0,S,Miles,2016-07-11,9.0,3079.0,4.0,3.0,3.0,948.0,249.0,1960.0,Banyule,-37.7759,145.063,Eastern Metropolitan,1554.0
9097,Cheltenham,1/31 Cavanagh St,2,t,745000.0,S,Ray,2017-03-06,17.9,3192.0,2.0,1.0,2.0,359.0,98.5,1991.0,Kingston,-37.96342,145.06516000000005,Southern Metropolitan,9758.0
9321,South Melbourne,1211/50 Albert Rd,2,u,530000.0,VB,Greg,2017-03-06,1.9,3205.0,2.0,1.0,1.0,1646.0,52.0,2012.0,Port Phillip,-37.83406,144.97131000000005,Southern Metropolitan,5943.0
8514,Williamstown,8/97 Verdon St,2,u,465000.0,S,Raine,2017-05-13,8.0,3016.0,2.0,1.0,1.0,0.0,78.0,1970.0,Hobsons Bay,-37.8589,144.8921,Western Metropolitan,6380.0
5431,Richmond,50 Canterbury St,2,h,827500.0,S,Biggin,2016-05-28,2.6,3121.0,2.0,1.0,0.0,127.0,72.0,1900.0,Yarra,-37.8251,145.0063,Northern Metropolitan,14949.0
3434,Keilor East,16 Border Dr,3,h,703000.0,S,Nelson,2016-03-09,12.8,3033.0,3.0,2.0,2.0,683.0,200.0,1995.0,Moonee Valley,-37.7402,144.8591,Western Metropolitan,5629.0
11338,Donvale,14 Sturdee Rd,3,h,904000.0,S,Fletchers,2017-07-15,16.1,3111.0,3.0,1.0,2.0,720.0,116.0,1960.0,Manningham,-37.803490000000004,145.19666,Eastern Metropolitan,4790.0
11171,Preston,66 McNamara St,4,h,1148000.0,S,Nelson,2017-12-08,8.4,3072.0,4.0,1.0,2.0,552.0,140.0,1940.0,Darebin,-37.728790000000004,144.98538,Northern Metropolitan,14577.0
12077,Melton West,20 Linlithgow Wy,4,h,427500.0,S,hockingstuart,2017-07-29,31.7,3337.0,4.0,1.0,2.0,865.0,129.92,1980.0,Melton,-37.67396,144.55784,Northern Victoria,6065.0
11765,Pascoe Vale,1A Braeside St,2,t,510000.0,PI,Nelson,2017-07-22,8.5,3044.0,2.0,1.0,1.0,129.0,88.3,2012.0,Moreland,-37.71865,144.95018000000005,Northern Metropolitan,7485.0
4036,Mont Albert,42 View St,4,h,2200000.0,S,Jellis,2016-08-13,11.8,3127.0,4.0,2.0,2.0,931.0,199.0,1930.0,Whitehorse,-37.8226,145.1103,Eastern Metropolitan,2079.0
11033,Gladstone Park,245 Carrick Dr,3,h,629000.0,SP,Barry,2017-12-08,12.9,3043.0,3.0,1.0,2.0,552.0,136.0,1980.0,Hume,-37.686409999999995,144.89826000000005,Western Metropolitan,3285.0
2040,Coburg North,5/1 Headley St,2,t,600000.0,S,McGrath,2017-04-03,9.2,3058.0,2.0,1.0,1.0,145.0,105.0,2010.0,Moreland,-37.7295,144.9641,Northern Metropolitan,3445.0
1924,Coburg,45 Portland St,3,h,1000000.0,VB,Jellis,2017-04-03,7.8,3058.0,3.0,2.0,3.0,370.0,110.0,1920.0,Moreland,-37.744,144.9501,Northern Metropolitan,11204.0
8677,Spotswood,1/39 Stephenson St,3,u,660000.0,S,RT,2017-04-22,7.7,3015.0,3.0,1.0,1.0,221.0,120.0,2003.0,Hobsons Bay,-37.8297,144.8752,Western Metropolitan,1223.0
3217,Hawthorn,9 Power St,5,h,3750000.0,PI,Marshall,2016-05-28,4.6,3122.0,5.0,3.0,2.0,827.0,344.0,1920.0,Boroondara,-37.8144,145.0279,Southern Metropolitan,11308.0
5661,South Yarra,15/2 Gordon Gr,2,u,600000.0,S,Jellis,2016-09-17,3.3,3141.0,2.0,1.0,2.0,0.0,72.0,1970.0,Stonnington,-37.8336,144.9882,Southern Metropolitan,14887.0
2403,Essendon,2 Cooke St,5,h,1575000.0,PI,Brad,2016-04-16,8.0,3040.0,5.0,3.0,2.0,700.0,454.0,1988.0,Moonee Valley,-37.7461,144.9173,Western Metropolitan,9264.0
2047,Coburg North,2b Rollo St,2,t,591000.0,S,Nelson,2016-07-11,9.2,3058.0,2.0,1.0,1.0,0.0,86.0,2008.0,Moreland,-37.721,144.9527,Northern Metropolitan,3445.0
10763,Mordialloc,49 Jenkins St,4,h,1400000.0,PI,Ray,2017-08-07,21.5,3195.0,4.0,2.0,2.0,530.0,313.0,2007.0,Kingston,-38.00429000000001,145.10286000000005,South-Eastern Metropolitan,3650.0
2171,Doncaster,24 Outlook Dr,3,h,1250000.0,PI,Fletchers,2016-11-19,13.9,3108.0,3.0,2.0,2.0,900.0,195.0,1970.0,Manningham,-37.7902,145.1344,Eastern Metropolitan,9028.0
3655,Kew,51 Princess St,4,h,2460000.0,S,Marshall,2016-09-24,5.6,3101.0,4.0,4.0,2.0,737.0,293.0,1910.0,Boroondara,-37.8042,145.0291,Southern Metropolitan,10331.0
7243,West Footscray,11 Elphinstone St,3,h,820000.0,S,Sweeney,2016-12-11,8.2,3012.0,3.0,1.0,3.0,440.0,131.0,1950.0,Maribyrnong,-37.7937,144.8732,Western Metropolitan,5058.0
1084,Brighton,73 Martin St,4,h,3320000.0,S,Buxton,2016-10-12,11.2,3186.0,4.0,3.0,2.0,644.0,364.0,2000.0,Bayside,-37.8964,144.9972,Southern Metropolitan,10579.0
4469,Northcote,8 Reid St,2,h,1095000.0,S,Ray,2016-08-22,5.5,3070.0,2.0,1.0,2.0,306.0,86.0,1910.0,Darebin,-37.7644,145.004,Northern Metropolitan,11364.0
3798,Malvern,18 Soudan St,5,h,4240000.0,S,Marshall,2016-11-19,7.4,3144.0,5.0,3.0,3.0,580.0,320.0,1890.0,Stonnington,-37.8653,145.0304,Southern Metropolitan,4675.0
5165,Reservoir,12 Borrie St,3,h,703000.0,S,Nelson,2016-06-18,11.2,3073.0,3.0,2.0,1.0,597.0,120.0,1960.0,Darebin,-37.7066,145.0203,Northern Metropolitan,21650.0
7462,Armadale,6/581 Orrong Rd,1,u,405000.0,S,Marshall,2017-04-29,6.3,3143.0,1.0,1.0,0.0,0.0,48.0,1966.0,Stonnington,-37.8531,145.0115,Southern Metropolitan,4836.0
11116,McKinnon,41 McKinnon Rd,2,h,1200000.0,SP,Buxton,2017-12-08,11.4,3204.0,2.0,1.0,2.0,397.0,96.0,1940.0,Glen Eira,-37.90978,145.02937,Southern Metropolitan,2397.0
7559,Brighton,8/20 Yuille St,3,t,2100000.0,S,Buxton,2017-08-04,11.2,3186.0,3.0,2.0,4.0,0.0,145.0,1970.0,Bayside,-37.928000000000004,145.0002,Southern Metropolitan,10579.0
1624,Camberwell,1/28 Nevis St,2,u,700000.0,S,Marshall,2016-11-27,7.8,3124.0,2.0,1.0,1.0,631.0,75.0,1970.0,Boroondara,-37.8434,145.08100000000005,Southern Metropolitan,8920.0
7125,Murrumbeena,1d Bute St,3,u,975000.0,S,Woodards,2016-07-05,12.1,3163.0,3.0,2.0,1.0,277.0,109.0,1975.0,Glen Eira,-37.8936,145.0709,Southern Metropolitan,4442.0
2134,Doncaster,22 Saxon St,4,h,1050000.0,PI,Barry,2016-07-05,13.9,3108.0,4.0,2.0,2.0,317.0,194.0,1995.0,Manningham,-37.7815,145.1279,Eastern Metropolitan,9028.0
5680,South Yarra,39 Hardy St,2,h,1130000.0,S,hockingstuart,2016-08-22,3.3,3141.0,2.0,1.0,1.0,132.0,77.0,1900.0,Stonnington,-37.8446,144.9896,Southern Metropolitan,14887.0
10058,Sunshine West,7 Arnold St,4,h,780000.0,S,Sweeney,2017-06-24,10.5,3020.0,4.0,2.0,2.0,696.0,199.0,1999.0,Brimbank,-37.78647,144.81319,Western Metropolitan,6763.0
7136,Murrumbeena,21 Ardyne St,4,h,1610000.0,S,Ray,2016-10-15,12.1,3163.0,4.0,2.0,2.0,660.0,167.0,1920.0,Glen Eira,-37.8932,145.0681,Southern Metropolitan,4442.0
10614,Carnegie,5/12 Judith St,1,u,286000.0,PI,Gary,2017-08-07,10.1,3163.0,1.0,1.0,1.0,314.0,45.0,1960.0,Glen Eira,-37.903209999999994,145.0555,Southern Metropolitan,7822.0
4550,Oakleigh South,4 Cascade St,5,h,900000.0,S,Ray,2017-11-02,14.7,3167.0,5.0,2.0,2.0,558.0,239.0,1987.0,Kingston,-37.9366,145.0954,South-Eastern Metropolitan,3692.0
9607,Kew,871 Glenferrie Rd,5,h,3175000.0,PI,Marshall,2017-06-17,5.4,3101.0,5.0,4.0,2.0,769.0,285.0,1940.0,Boroondara,-37.81143,145.03723,Southern Metropolitan,10331.0
1954,Coburg,41 Service St,3,h,1130000.0,SP,Re,2016-12-11,7.8,3058.0,3.0,1.0,2.0,735.0,127.0,1920.0,Moreland,-37.7379,144.9623,Northern Metropolitan,11204.0
9672,Oak Park,74 Devereaux St,3,h,840000.0,SP,Nelson,2017-06-17,11.2,3046.0,3.0,1.0,1.0,722.0,115.0,1960.0,Moreland,-37.71433,144.90616,Northern Metropolitan,2651.0
7976,Heidelberg Heights,14 Shelley St,2,h,665000.0,S,Jellis,2017-06-05,10.5,3081.0,2.0,1.0,1.0,263.0,84.0,1992.0,Banyule,-37.7428,145.0511,Eastern Metropolitan,2947.0
1984,Coburg,2 Walsh St,3,h,1120000.0,S,Raine,2016-08-22,7.8,3058.0,3.0,2.0,1.0,293.0,180.0,2006.0,Moreland,-37.7481,144.9663,Northern Metropolitan,11204.0
2135,Doncaster,3/37 Highview Dr,3,u,910000.0,S,Barry,2016-07-11,13.9,3108.0,3.0,2.0,2.0,299.0,135.0,2001.0,Manningham,-37.7929,145.1338,Eastern Metropolitan,9028.0
10139,Black Rock,1/43 Iona St,3,u,1080000.0,S,Buxton,2017-05-27,17.3,3193.0,3.0,2.0,2.0,328.0,144.0,1980.0,Bayside,-37.97359,145.0214,Southern Metropolitan,2866.0
1036,Braybrook,11/27 Marnoo St,3,h,495000.0,S,Burnham,2016-06-27,10.8,3019.0,3.0,1.0,1.0,158.0,138.0,2005.0,Maribyrnong,-37.7889,144.8465,Western Metropolitan,3589.0
5448,Rosanna,166 Rosanna Rd,3,h,620000.0,VB,Miles,2016-10-12,11.4,3084.0,3.0,1.0,0.0,454.0,134.0,1940.0,Banyule,-37.7449,145.072,Eastern Metropolitan,3540.0
2559,Fitzroy North,2 Pilkington St,4,h,1450000.0,VB,Nelson,2016-03-09,3.5,3068.0,4.0,2.0,1.0,266.0,175.0,1950.0,Yarra,-37.7797,144.9861,Northern Metropolitan,6244.0
11695,Hadfield,146 East St,4,h,741000.0,S,Nelson,2017-07-22,11.2,3046.0,4.0,1.0,2.0,652.0,158.0,1960.0,Moreland,-37.705420000000004,144.95127,Northern Metropolitan,2606.0
3629,Kew,56 Cecil St,4,h,2350000.0,VB,Jellis,2016-09-17,5.6,3101.0,4.0,2.0,2.0,861.0,358.0,1983.0,Boroondara,-37.8047,145.0534,Southern Metropolitan,10331.0
2518,Fairfield,1/240 Arthur St,2,u,545000.0,SP,McGrath,2016-08-28,5.8,3078.0,2.0,1.0,1.0,0.0,77.0,2002.0,Darebin,-37.7682,145.0209,Northern Metropolitan,2970.0
7648,Bulleen,1/15 Allen St,3,u,860000.0,S,Jellis,2017-06-05,11.8,3105.0,3.0,1.0,1.0,0.0,110.0,1999.0,Manningham,-37.7769,145.088,Eastern Metropolitan,4480.0
3371,Ivanhoe,5 Stanley St,3,h,1465000.0,S,William,2016-10-09,7.9,3079.0,3.0,1.0,2.0,630.0,126.0,1960.0,Banyule,-37.7635,145.039,Eastern Metropolitan,5549.0
5983,Sunshine,18 Barnett St,3,h,700000.0,SP,Bells,2016-05-22,12.6,3020.0,3.0,1.0,4.0,505.0,75.0,1960.0,Brimbank,-37.7817,144.8448,Western Metropolitan,3755.0
12080,Mill Park,14 Medlar Ct,3,h,650000.0,PI,Ray,2017-07-29,17.9,3082.0,3.0,2.0,1.0,661.0,141.0,1990.0,Whittlesea,-37.66898,145.07209,Northern Metropolitan,10529.0
7046,Heidelberg,6 Bolden St,5,h,1401000.0,S,Nelson,2016-11-19,10.6,3084.0,5.0,2.0,2.0,580.0,222.0,1940.0,Banyule,-37.7539,145.0577,Eastern Metropolitan,2890.0
7175,Ormond,2/27 Wheeler St,3,u,900000.0,S,hockingstuart,2016-06-08,11.8,3204.0,3.0,1.0,1.0,265.0,91.0,1990.0,Glen Eira,-37.906,145.04,Southern Metropolitan,3578.0
1004,Box Hill,14 Collins St,4,h,1670000.0,S,Marshall,2017-02-25,13.1,3128.0,4.0,2.0,2.0,590.0,231.0,1924.0,Whitehorse,-37.8274,145.1242,Eastern Metropolitan,4605.0
6466,Watsonia,5 Princes St,3,h,645000.0,S,Ray,2016-08-28,14.9,3087.0,3.0,1.0,1.0,355.0,111.0,1966.0,Banyule,-37.7065,145.0825,Northern Metropolitan,2329.0
6153,Surrey Hills,7 Newton St,5,h,2100000.0,PI,Ray,2016-07-16,11.2,3127.0,5.0,2.0,2.0,1025.0,277.0,1915.0,Whitehorse,-37.8286,145.1094,Southern Metropolitan,5457.0
3525,Kensington,70 Hardiman St,2,h,960000.0,S,Nelson,2016-08-10,4.2,3031.0,2.0,1.0,1.0,174.0,72.0,1900.0,Melbourne,-37.7959,144.9343,Northern Metropolitan,5263.0
587,Balwyn North,19 Jacka St,4,h,3230000.0,S,Jellis,2016-03-09,9.2,3104.0,4.0,4.0,3.0,1135.0,275.0,1960.0,Boroondara,-37.8014,145.0892,Southern Metropolitan,7809.0
538,Balwyn,3/3 Iramoo St,3,t,1367000.0,S,Jellis,2016-10-12,9.7,3103.0,3.0,2.0,2.0,219.0,164.0,2003.0,Boroondara,-37.8125,145.0849,Southern Metropolitan,5682.0
674,Balwyn North,430 Balwyn Rd,5,h,1875000.0,PI,Fletchers,2016-06-27,9.2,3104.0,5.0,3.0,2.0,842.0,200.0,1961.0,Boroondara,-37.7854,145.0869,Southern Metropolitan,7809.0
10851,Thornbury,159A Smith St,2,h,905000.0,S,Nelson,2017-08-07,7.0,3071.0,2.0,1.0,0.0,225.0,100.0,1960.0,Darebin,-37.75642,144.98755,Northern Metropolitan,8870.0
1406,Brunswick West,81 Melville Rd,3,h,793000.0,S,Ray,2016-10-12,5.9,3055.0,3.0,1.0,0.0,275.0,119.0,1935.0,Moreland,-37.76300000000001,144.9439,Northern Metropolitan,7082.0
8838,Heidelberg West,1 Bardia St,3,h,726500.0,S,William,2017-01-07,8.8,3081.0,3.0,1.0,0.0,593.0,95.0,1950.0,Banyule,-37.7482,145.04073,Eastern Metropolitan,2674.0
7011,Hawthorn East,3 Jaques St,5,h,2500000.0,VB,RT,2016-08-22,7.5,3123.0,5.0,3.0,3.0,757.0,240.0,1925.0,Boroondara,-37.8176,145.0548,Southern Metropolitan,6482.0
3079,Hampton,53 Bridge St,4,h,3325000.0,S,Marshall,2017-02-25,13.7,3188.0,4.0,3.0,2.0,627.0,303.0,1997.0,Bayside,-37.9449,145.0068,Southern Metropolitan,5454.0
1831,Caulfield South,15 Dover St,2,h,1065000.0,S,hockingstuart,2017-04-03,9.3,3162.0,2.0,1.0,1.0,273.0,114.0,1930.0,Glen Eira,-37.895,145.02200000000005,Southern Metropolitan,5051.0
8842,Huntingdale,9/220 Huntingdale Rd,3,h,750000.0,S,Ray,2017-01-07,12.3,3166.0,3.0,2.0,2.0,321.0,87.0,2005.0,Monash,-37.90415,145.10504,Southern Metropolitan,768.0
10437,North Melbourne,4/8 Falshaws La,2,u,799000.0,S,Jellis,2017-05-27,1.8,3051.0,2.0,1.0,1.0,0.0,73.0,1900.0,Melbourne,-37.79999,144.94961,Northern Metropolitan,6821.0
4991,Preston,28/122 High St,2,u,425000.0,SP,Jellis,2017-02-25,8.8,3072.0,2.0,2.0,1.0,1485.0,69.0,2010.0,Darebin,-37.7476,145.0026,Northern Metropolitan,14577.0
8338,Richmond,3 Kimber St,3,h,1330000.0,S,Jellis,2017-04-22,2.6,3121.0,3.0,1.0,1.0,154.0,95.0,1900.0,Yarra,-37.8264,145.0123,Northern Metropolitan,14949.0
8963,Surrey Hills,1093 Riversdale Rd,3,h,2100000.0,VB,Jellis,2017-01-07,10.2,3127.0,3.0,1.0,9.0,841.0,124.0,1960.0,Whitehorse,-37.83729,145.10929,Southern Metropolitan,5457.0
2600,Fitzroy North,181 Rae St,2,h,937500.0,S,Jellis,2016-04-23,3.5,3068.0,2.0,1.0,0.0,100.0,72.0,1890.0,Yarra,-37.788000000000004,144.9791,Northern Metropolitan,6244.0
3923,Maribyrnong,4 Platypus Ct,5,h,1150000.0,SP,Biggin,2016-10-09,8.7,3032.0,5.0,3.0,2.0,446.0,286.0,2002.0,Maribyrnong,-37.7712,144.8763,Western Metropolitan,4918.0
5757,Spotswood,154 Hudsons Rd,4,h,1315000.0,S,hockingstuart,2016-06-18,7.7,3015.0,4.0,2.0,3.0,830.0,134.0,1920.0,Hobsons Bay,-37.829,144.8807,Western Metropolitan,1223.0
4485,Northcote,14 Northcote St,2,h,1050000.0,S,Barry,2016-06-27,5.5,3070.0,2.0,1.0,2.0,301.0,100.0,1925.0,Darebin,-37.774,145.0081,Northern Metropolitan,11364.0
362,Ascot Vale,1 Bloomfield Rd,3,h,1305000.0,S,Barry,2016-05-28,5.9,3032.0,2.0,1.0,1.0,278.0,166.0,1900.0,Moonee Valley,-37.7768,144.9223,Western Metropolitan,6567.0
9152,Fawkner,16 Lynch Rd,3,h,775000.0,S,hockingstuart,2017-03-06,13.1,3060.0,3.0,1.0,2.0,621.0,141.0,1960.0,Moreland,-37.711929999999995,144.974,Northern Metropolitan,5070.0
7544,Box Hill,11 Howard St,3,h,2080000.0,S,Buxton,2017-04-22,13.1,3128.0,3.0,2.0,2.0,693.0,158.0,1925.0,Whitehorse,-37.8229,145.1217,Eastern Metropolitan,4605.0
3457,Keilor East,1 Nicholas Ct,4,h,920000.0,SP,Brad,2016-10-12,12.8,3033.0,4.0,2.0,2.0,745.0,182.0,1992.0,Moonee Valley,-37.7479,144.8805,Western Metropolitan,5629.0
6438,Watsonia,57 Frensham Rd,3,h,581000.0,S,Barry,2016-03-12,14.9,3087.0,3.0,2.0,2.0,567.0,100.0,1970.0,Banyule,-37.7148,145.0851,Northern Metropolitan,2329.0
11343,Eltham,38 Meruka Dr,4,h,1054000.0,S,Barry,2017-07-15,18.0,3095.0,4.0,3.0,2.0,791.0,230.0,1974.0,Nillumbik,-37.712959999999995,145.13773,Eastern Metropolitan,6990.0
5721,Southbank,293/88 Kavanagh St,2,u,530000.0,VB,Greg,2016-04-06,1.2,3006.0,2.0,1.0,1.0,0.0,84.0,2003.0,Melbourne,-37.8246,144.9632,Southern Metropolitan,8400.0
7545,Braybrook,96 Duke St,2,h,610000.0,S,Barry,2017-06-05,10.8,3019.0,2.0,1.0,2.0,555.0,74.0,1950.0,Maribyrnong,-37.7854,144.8463,Western Metropolitan,3589.0
8594,Elsternwick,8/37 Victoria St,2,u,740000.0,SP,Gary,2017-08-04,8.5,3185.0,2.0,1.0,1.0,0.0,97.0,1960.0,Glen Eira,-37.8881,145.0097,Southern Metropolitan,4898.0
6708,Yarraville,122 Blackwood St,4,h,1606000.0,SP,Jas,2016-07-26,7.0,3013.0,4.0,2.0,3.0,455.0,178.0,1890.0,Maribyrnong,-37.8177,144.8839,Western Metropolitan,6543.0
6474,West Melbourne,9/24 Ireland St,1,u,550000.0,S,Nelson,2016-07-05,1.9,3003.0,1.0,1.0,1.0,0.0,207.0,1930.0,Melbourne,-37.8076,144.9456,Northern Metropolitan,2230.0
1284,Brunswick,73 Davies St,2,h,1056000.0,S,Nelson,2016-10-09,5.2,3056.0,2.0,1.0,1.0,315.0,108.0,1910.0,Moreland,-37.757,144.9697,Northern Metropolitan,11918.0
11344,Endeavour Hills,18 Struan Av,4,h,625000.0,SP,O'Brien,2017-07-15,28.5,3802.0,4.0,2.0,2.0,669.0,165.0,1980.0,Casey,-37.964659999999995,145.27006,South-Eastern Metropolitan,8443.0
5063,Reservoir,39 Kinsale St,4,h,1030000.0,S,McGrath,2016-07-11,11.2,3073.0,4.0,2.0,3.0,630.0,190.0,1935.0,Darebin,-37.721,144.9952,Northern Metropolitan,21650.0
7514,Bentleigh,52a Tucker Rd,2,u,725000.0,S,Buxton,2017-04-29,13.0,3204.0,2.0,1.0,1.0,0.0,115.0,2006.0,Glen Eira,-37.9296,145.0498,Southern Metropolitan,6795.0
6284,Thornbury,84 Raleigh St,2,h,760000.0,S,Nelson,2016-04-16,6.5,3071.0,2.0,1.0,0.0,0.0,75.0,1900.0,Darebin,-37.7595,145.0061,Northern Metropolitan,8870.0
9327,South Yarra,4 Palfreyman St,3,h,1400000.0,SP,Kay,2017-03-06,2.7,3141.0,3.0,1.0,1.0,136.0,132.0,1993.0,Stonnington,-37.84497,144.99781000000004,Southern Metropolitan,14887.0
1869,Chadstone,4/5 Rae St,3,h,650000.0,PI,hockingstuart,2016-10-15,13.6,3148.0,3.0,2.0,2.0,160.0,101.0,2000.0,Monash,-37.8859,145.0934,Southern Metropolitan,3582.0
5182,Reservoir,10 Gilbank St,3,h,921500.0,S,Nelson,2016-05-22,11.2,3073.0,3.0,2.0,1.0,527.0,177.0,1950.0,Darebin,-37.7238,144.9964,Northern Metropolitan,21650.0
3134,Hawthorn,303/25 Lynch St,2,u,495000.0,S,Fletchers,2016-07-11,4.6,3122.0,2.0,1.0,1.0,0.0,60.0,2014.0,Boroondara,-37.8216,145.0343,Southern Metropolitan,11308.0
2132,Doncaster,5 Arnold Gr,4,h,1868000.0,S,hockingstuart,2016-07-05,13.9,3108.0,3.0,2.0,2.0,925.0,218.0,1960.0,Manningham,-37.7869,145.1183,Eastern Metropolitan,9028.0
1079,Brighton,1/10 Manor St,3,h,1650000.0,S,Nick,2016-10-09,11.2,3186.0,3.0,2.0,2.0,0.0,111.0,1980.0,Bayside,-37.9174,144.9895,Southern Metropolitan,10579.0
3999,Melbourne,1206/483 Swanston St,2,u,520000.0,VB,Greg,2016-11-19,2.8,3000.0,1.0,1.0,1.0,4051.0,68.0,2005.0,Melbourne,-37.8072,144.9623,Northern Metropolitan,17496.0
9305,Richmond,5/202 Lennox St,2,u,575000.0,S,Biggin,2017-03-06,2.4,3121.0,2.0,1.0,1.0,407.0,66.0,1960.0,Yarra,-37.82046,144.99398,Northern Metropolitan,14949.0
9675,Oakleigh East,1/17 Claudel St,3,t,820000.0,S,Biggin,2017-06-17,12.3,3166.0,3.0,2.0,1.0,200.0,130.0,2013.0,Monash,-37.91017,145.11488,Southern Metropolitan,2547.0
7433,Aberfeldie,3/4 Combermere St,2,h,470000.0,S,Barry,2017-08-04,9.1,3040.0,2.0,1.0,1.0,70.0,72.3,1980.0,Moonee Valley,-37.7564,144.9043,Western Metropolitan,1543.0
9623,Mentone,1/32 Albenca St,3,t,1051000.0,S,Obrien,2017-06-17,20.0,3194.0,3.0,2.0,2.0,435.0,141.0,1980.0,Kingston,-37.97889,145.0745,South-Eastern Metropolitan,6162.0
